id,isbn,penulis,tahun,judul,gambar,stok
5694,545424941,Maggie Stiefvater,2013,The Dream Thieves,https://images.gr-assets.com/books/1477103777m/17347389.jpg,48
5695,1250010098,Lisa Scottoline,2014,Keep Quiet,https://images.gr-assets.com/books/1391355179m/17934416.jpg,22
5696,756401933,Kristen Britain,2003,First Rider's Call,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,27
5697,62289241,Ilona Andrews,2014,Burn For Me,https://images.gr-assets.com/books/1396368355m/20705702.jpg,14
5698,051722285X,Rosamunde Pilcher,1987,The Shell Seekers,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,98
5699,1600100295,"Chris Ryall, Gabriel Rodríguez, Clive Barker",1989,Clive Barker's The Great and Secret Show: Volume 1 (Clive Barker's the Great and Secret Show),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,6
5700,805097457,Adelle Waldman,2013,The Love Affairs of Nathaniel P. ,https://images.gr-assets.com/books/1361026301m/16045140.jpg,34
5701,1476762627,Wednesday Martin,2015,,https://images.gr-assets.com/books/1430942586m/23492673.jpg,20
5702,689839081,Margaret Peterson Haddix,2001,"Among the Impostors (Shadow Children, #2)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,15
5703,525953728,"Mark Owen, Kevin Maurer",2012,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,https://images.gr-assets.com/books/1345815909m/15814872.jpg,50
5704,9770919403,"Alaa Al Aswany, علاء الأسواني",2007,شيكاجو,https://images.gr-assets.com/books/1258877751m/1220507.jpg,44
5705,765356163,Sara Douglass,1995,Battleaxe (The Axis Trilogy #1),https://images.gr-assets.com/books/1312033613m/231989.jpg,30
5706,670026638,Ruth Ozeki,2013,A Tale for the Time Being,https://images.gr-assets.com/books/1463767452m/15811545.jpg,58
5707,739326228,Arthur Golden,1997,Memoirs of a Geisha,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,220
5708,1423368991,Nora Roberts,2010,Happy Ever After,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,64
5709,767919408,Bill Bryson,2013,One Summer: America 1927,https://images.gr-assets.com/books/1380292864m/17262366.jpg,41
5710,345432401,Mario Puzo,1999,Omertà,https://images.gr-assets.com/books/1327867034m/22028.jpg,71
5711,812508440,Glen Cook,1985,The White Rose,https://images.gr-assets.com/books/1327901074m/400906.jpg,23
5712,62085611,Wendy Higgins,2012,Sweet Evil,https://images.gr-assets.com/books/1337613719m/11808950.jpg,12
5713,399504338,Edward Gorey,1972,Amphigorey,https://images.gr-assets.com/books/1327649608m/47559.jpg,7
5714,1400078377,"Natsuo Kirino, Stephen Snyder",1997,Out  アウト,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,53
5715,375822070,"Roald Dahl, Quentin Blake",1970,Fantastic Mr Fox,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,183
5716,037541486X,Lawrence Wright,2006,The Looming Tower: Al-Qaeda and the Road to 9/11,https://images.gr-assets.com/books/1320471617m/110890.jpg,40
5717,316010367,Anita Shreve,2003,All He Ever Wanted,https://images.gr-assets.com/books/1358594609m/443540.jpg,45
5718,425215679,Rhys Bowen,2007,Her Royal Spyness (Her Royal Spyness Mysteries #1),https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,18
5719,747532036,Crockett Johnson,1955,Harold and the Purple Crayon,https://images.gr-assets.com/books/1327390957m/98573.jpg,33
5720,1595143181,Richelle Mead,2012,The Golden Lily,https://images.gr-assets.com/books/1360599818m/8709523.jpg,35
5721,1577780728,"D.C. Talk, The Voice of the Martyrs",1997,"Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,11
5722,679644199,Carol Rifka Brunt,2012,Tell the Wolves I'm Home,https://images.gr-assets.com/books/1335450415m/12875258.jpg,49
5723,140006466X,Lisa See,2007,Peony in Love,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,53
5724,1857989341,Isaac Asimov,1972,The Gods Themselves,https://images.gr-assets.com/books/1351076141m/41821.jpg,100
5725,006093316X,Clive Barker,1989,The Great and Secret Show,https://images.gr-assets.com/books/1407710558m/32628.jpg,44
5726,61031321,Terry Pratchett,2001,Thief of Time,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,62
5727,312423799,Augusten Burroughs,2003,Dry: A Memoir,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,40
5728,380007789,Kathleen E. Woodiwiss,1974,The wolf and the dove,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,48
5729,393064646,Mary Roach,2008,Bonk: The Curious Coupling of Science and Sex,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,45
5730,593057058,Lee Child,2009,Gone Tomorrow,https://images.gr-assets.com/books/1328395497m/4494917.jpg,81
5731,62065246,Louise Erdrich,2012,The Round House,https://images.gr-assets.com/books/1352999408m/13602426.jpg,43
5732,044024417X,Karen Marie Moning,2000,The Highlander's Touch ,https://images.gr-assets.com/books/1257330461m/815150.jpg,38
5733,62026488,Rae Carson,2011,The Girl of Fire and Thorns,https://images.gr-assets.com/books/1323448113m/10429092.jpg,34
5734,60809086,Dorothy L. Sayers,1930,Strong Poison,https://images.gr-assets.com/books/1486963427m/246225.jpg,15
5735,312351666,Lisa Kleypas,2009,Smooth Talking Stranger  (Travis Family #3) ,https://images.gr-assets.com/books/1388444124m/4066312.jpg,48
5736,743243315,Monica Ali,2003,Brick Lane,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,67
5737,1476761663,Colleen Oakley,2015,,https://images.gr-assets.com/books/1397917357m/20871704.jpg,17
5738,051511779X,Nora Roberts,1996,Born in Shame,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,66
5739,694006513,Bruce Degen,1982,Jamberry,https://images.gr-assets.com/books/1393791849m/886512.jpg,27
5740,765349655,Douglas Preston,2005,Tyrannosaur Canyon,https://images.gr-assets.com/books/1419207931m/136641.jpg,47
5741,446585025,Ellen DeGeneres,2011,Seriously...I'm Kidding,https://images.gr-assets.com/books/1441195131m/11230081.jpg,32
5742,141026162,Richard Dawkins,1986,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,66
5743,316014281,Anita Shreve,2004,Light on Snow,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,57
5744,1405206128,"Lemony Snicket, Brett Helquist",2001,The Hostile Hospital,https://images.gr-assets.com/books/1442446120m/65118.jpg,62
5745,316926051,Evelyn Waugh,1934,A Handful of Dust,https://images.gr-assets.com/books/1344266314m/531262.jpg,76
5746,441013678,William Gibson,1986,Count Zero,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,72
5747,812993543,Ta-Nehisi Coates,2015,Between the World and Me,https://images.gr-assets.com/books/1451435027m/25489625.jpg,36
5748,316176044,"Sarah Blakley-Cartwright, David Leslie Johnson, Catherine Hardwicke",2011,Red Riding Hood,https://images.gr-assets.com/books/1344267754m/9349915.jpg,34
5749,1857231589,Arthur C. Clarke,1973,Rendezvous with Rama,https://images.gr-assets.com/books/1405456427m/112537.jpg,151
5750,074322423X,Phillip C. McGraw,2000,Self Matters: Creating Your Life from the Inside Out,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,28
5751,743249291,Philippa Gregory,1987,Wideacre,https://images.gr-assets.com/books/1289170133m/16188.jpg,37
5752,143039571,"Saul Bellow, Christopher Hitchens",1953,The Adventures of Augie March,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,75
5753,1595540210,Ted Dekker,2003,Black 1. The Birth of Evil,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,49
5754,767904427,Tim O'Brien,1978,Going After Cacciato,https://images.gr-assets.com/books/1399498199m/3446.jpg,38
5755,812974018,David Mitchell,2006,Black Swan Green,https://images.gr-assets.com/books/1320562118m/14316.jpg,61
5756,1780484259,George R.R. Martin,2000,A Song of Ice and Fire,https://images.gr-assets.com/books/1339340118m/12177850.jpg,31
5757,399156135,Robert Crais,2010,The First Rule,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,38
5758,553588257,Dean Koontz,2005,Velocity,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,60
5759,7557906,"Jonas Jonasson, Rachel Willson-Broyles",2013,Analfabeten som kunde räkna,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,104
5760,61726834,Lauren Oliver,2011,Delirium,https://images.gr-assets.com/books/1327890411m/11614718.jpg,108
5761,525427651,"Amanda Berry, Gina DeJesus, Mary Jordan, Kevin Sullivan",2015,Hope,https://images.gr-assets.com/books/1421708177m/23399022.jpg,21
5762,385722222,Chuck Palahniuk,2004,Stranger Than Fiction: True Stories,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,47
5763,62265946,Wendy Higgins,2013,,https://images.gr-assets.com/books/1351223157m/15768191.jpg,11
5764,1400079276,"Haruki Murakami, Philip Gabriel",2002,海辺のカフカ [Umibe no Kafuka],https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,157
5765,1596912510,"Susanna Clarke, Charles Vess",2006,The Ladies of Grace Adieu and Other Stories,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,33
5766,60958332,Steven Pinker,1994,The Language Instinct: How the Mind Creates Language,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,47
5767,385339704,John Grisham,1992,The Pelican Brief,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,145
5768,60278250,Garth Nix,2003,Abhorsen,https://images.gr-assets.com/books/1401683669m/334643.jpg,66
5769,345459202,Adriana Trigiani,2000,Big Stone Gap,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,56
5770,057506689X,Terry Pratchett,1994,Soul Music,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,74
5771,670064181,Joseph Boyden,2013,The Orenda,https://images.gr-assets.com/books/1363710334m/17661831.jpg,19
5772,316252964,Daphne du Maurier,1951,My Cousin Rachel,https://images.gr-assets.com/books/1386609405m/18869970.jpg,130
5773,9953320993,Safiy al-Rahman al-Mubarakfuri,1979," الرحيق المختوم: بحث في السيرة النبوية على صاحبها أفضل الصلاة والسلام ",https://images.gr-assets.com/books/1289025514m/545425.jpg,88
5774,553345397,"Barbara Ann Brennan, Jos. A. Smith",1987,Hands of Light: A Guide to Healing Through the Human Energy Field,https://images.gr-assets.com/books/1320544153m/18420.jpg,24
5775,044022912X,Theodore Taylor,1969,The Cay,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,41
5776,316358320,Hergé,1943,Le secret de la Licorne,https://images.gr-assets.com/books/1344263637m/179174.jpg,68
5777,141694737X,Rod Campbell,0,,https://images.gr-assets.com/books/1391337388m/809849.jpg,63
5778,451456726,Anne Bishop,1999,Heir to the Shadows,https://images.gr-assets.com/books/1325423413m/47957.jpg,22
5779,307276902,James Frey,2003,A Million Little Pieces,https://images.gr-assets.com/books/1483206985m/1241.jpg,69
5780,141439580,"Jane Austen, Fiona Stafford",1815,Emma,https://images.gr-assets.com/books/1373627931m/6969.jpg,1710
5781,316003727,Stephenie Meyer,2007,"The Twilight Collection (Twilight, #1-3)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,5
5782,159463467X,Emma Straub,2016,Modern Lovers,https://images.gr-assets.com/books/1458657735m/27209486.jpg,22
5783,803740816,"Kimberly Brubaker Bradley, مرضیه ورشوساز",2015,,https://images.gr-assets.com/books/1453342842m/20912424.jpg,21
5784,385721676,Margaret Atwood,2003,Oryx and Crake,https://images.gr-assets.com/books/1494109986m/46756.jpg,109
5785,440243750,Judy Blume,1998,Summer Sisters,https://images.gr-assets.com/books/1167356646m/22695.jpg,54
5786,747545251,Robert Bloch,1959,Psycho,https://images.gr-assets.com/books/1393286878m/156427.jpg,1
5787,60548258,Mary  Stewart,1970,The Crystal Cave,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,71
5788,1500453307,Becky  Chambers,2014,"The Long Way to a Small, Angry Planet",https://images.gr-assets.com/books/1405532474m/22733729.jpg,27
5789,670059838,Anna Dewdney,2005,"Llama, Llama Red Pajama",https://images.gr-assets.com/books/1309211387m/401679.jpg,18
5790,1565849930,"Henning Mankell, Laurie Thompson",1994,Mannen som log,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,92
5791,1585426016,Wallace D. Wattles,1910,The Science of Getting Rich,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,369
5792,1416524304,Stephen King,1974,Carrie,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,249
5793,806527285,Tucker Max,2006,I Hope They Serve Beer in Hell,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30
5794,60198818,Ramachandra Guha,2007,India After Gandhi: The History of the World's Largest Democracy,https://images.gr-assets.com/books/1500471959m/356824.jpg,22
5795,140435719,"Baruch Spinoza, Edwin M. Curley, Stuart Hampshire, Edwin Curley",1677,Ethica: Ordine geometrico demonstrata,https://images.gr-assets.com/books/1462223700m/205218.jpg,228
5796,842332308,"Tim LaHaye, Jerry B. Jenkins",2002,The Remnant: On the Brink of Armageddon,https://images.gr-assets.com/books/1406506156m/27530.jpg,32
5797,393974995,"T.S. Eliot, Michael North",1922,The Waste Land,https://images.gr-assets.com/books/1327910597m/34080.jpg,157
5798,1416912045,Neal Shusterman,2007,Unwind,https://images.gr-assets.com/books/1297677706m/764347.jpg,62
5799,307268195,"Andre Agassi, J.R. Moehringer",2009,Open: An Autobiography,https://images.gr-assets.com/books/1320520930m/6480781.jpg,60
5800,067976397X,Louis de Bernières,1994,Captain Corelli's Mandolin,https://images.gr-assets.com/books/1479680795m/3388.jpg,105
5801,1591396190,"W. Chan Kim, Renée Mauborgne",2004,Blue Ocean Strategy: How to Create Uncontested Market Space and Make Competition Irrelevant,https://images.gr-assets.com/books/1416445924m/4898.jpg,60
5802,545424984,Maggie Stiefvater,2016,The Raven King,https://images.gr-assets.com/books/1477103790m/17378527.jpg,24
5803,1933633638,"Hans Fallada, Michael Hofmann, Geoff Wilkes",1947,Jeder stirbt für sich allein,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,86
5804,345396553,Terry Brooks,2000,Ilse Witch ,https://images.gr-assets.com/books/1403187876m/15560.jpg,29
5805,380710811,Colleen McCullough,1990,The First Man in Rome,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,57
5806,1409521966,L.A. Weatherly,2010,Angel ,https://images.gr-assets.com/books/1326626626m/7991200.jpg,46
5807,399154914,Nora Roberts,2008,Tribute,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,70
5808,61662763,Kelley Armstrong,2009,The Awakening,https://images.gr-assets.com/books/1478986806m/5391115.jpg,44
5809,399160477,"Tom Clancy, Mark Greaney",2013,Command Authority,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,31
5810,525423346,Adam Gidwitz,2010,A Tale Dark and Grimm,https://images.gr-assets.com/books/1345696603m/7825557.jpg,28
5811,1416551050,Molly Wizenberg,2009,A Homemade Life: Stories and Recipes from My Kitchen Table,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,12
5812,64440192,"Peggy Parish, Barbara Siebel Thomas",1966,Amelia Bedelia and the Surprise Shower,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,17
5813,1455561789,Noah Hawley,2016,Before the Fall,https://images.gr-assets.com/books/1462515889m/26245850.jpg,51
5814,1416990658,Morgan Matson,2010,,https://images.gr-assets.com/books/1327989202m/7664334.jpg,35
5815,803734956,Jandy Nelson,2010,The Sky Is Everywhere,https://images.gr-assets.com/books/1496659743m/6604794.jpg,68
5816,1416950079,Ellen Hopkins,2009,Tricks,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,10
5817,316017442,Dan Simmons,2007,The Terror,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,16
5818,1416500189,Pearl S. Buck,1931,The Good Earth,https://images.gr-assets.com/books/1312497600m/1078.jpg,210
5819,316097772,Megan Abbott,2012,Dare Me,https://images.gr-assets.com/books/1342214694m/12982393.jpg,34
5820,440210690,Sara Paretsky,1982,Indemnity Only,https://images.gr-assets.com/books/1388939553m/643988.jpg,47
5821,446615757,David Baldacci,2001,The Christmas Train,https://images.gr-assets.com/books/1354941481m/126185.jpg,63
5822,812968972,Sarah Dunant,2003,The Birth of Venus,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,65
5823,1476785651,"Felicia Day, Joss Whedon",2015,You're Never Weird on the Internet (Almost),https://images.gr-assets.com/books/1440565049m/23705512.jpg,18
5824,805072454,"J.M. Barrie, Michael Hague",1904,Peter Pan,https://images.gr-assets.com/books/1337714526m/34268.jpg,1416
5825,140449086,"Herodotus, Aubrey de Sélincourt, John M. Marincola",0,Ἰστορίαι,https://images.gr-assets.com/books/1399225547m/1362.jpg,262
5826,857520660,Rachel Joyce,2013,Perfect,https://images.gr-assets.com/books/1367838351m/17192373.jpg,53
5827,141693586X,"O. Henry, Lisbeth Zwerger",1905,The Gift of the Magi,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,2
5828,345522478,Kevin Hearne,2011,Hounded,https://images.gr-assets.com/books/1327883998m/9533378.jpg,37
5829,345409469,"Carl Sagan, Ann Druyan",1995,The Demon-Haunted World: Science as a Candle in the Dark,https://images.gr-assets.com/books/1405201597m/17349.jpg,74
5830,312382855,Jonathan Maberry,2009,Patient Zero,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,30
5831,140274219,Jean Rhys,1966,Wide Sargasso Sea,https://images.gr-assets.com/books/1327870846m/44597.jpg,97
5832,553381660,Jean M. Auel,1982,The Valley of Horses,https://images.gr-assets.com/books/1324059760m/40493.jpg,132
5833,345468643,David Eddings,1982,Pawn of Prophecy,https://images.gr-assets.com/books/1391346857m/44659.jpg,67
5834,312360819,Darynda Jones,2011,Second Grave on the Left,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,33
5835,385341598,Joseph Wambaugh,1973,The Onion Field,https://images.gr-assets.com/books/1320511693m/487445.jpg,31
5836,440241006,Lee Child,2003,The Persuader,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,77
5837,1416524355,Stephen King,2002,Everything's Eventual: 14 Dark Tales,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,93
5838,425201449,Patricia Cornwell,1994,The Body Farm,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,103
5839,553119222,Agatha Christie,1937,Death on the Nile,https://images.gr-assets.com/books/1486837149m/131359.jpg,61
5840,1477823832,Charlie N. Holmberg,2014,The Paper Magician,https://images.gr-assets.com/books/1405618531m/20727654.jpg,20
5841,031623480X,"David  Perlmutter, Kristin Loberg",2013,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",https://images.gr-assets.com/books/1395680212m/17333302.jpg,56
5842,9799731232,Pramoedya Ananta Toer,1975,Bumi Manusia,https://images.gr-assets.com/books/1464891625m/1398034.jpg,41
5843,674017722,John Rawls,1971,A Theory of Justice,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,44
5844,830737847,Don Richardson,1974,Peace Child,https://images.gr-assets.com/books/1328779463m/298816.jpg,20
5845,743437349,D.J. MacHale,2003,The Reality Bug,https://images.gr-assets.com/books/1431402995m/215541.jpg,36
5846,60256575,Shel Silverstein,1981,The Missing Piece Meets the Big O,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,16
5847,1414310579,Dee Henderson,2001,The Guardian,https://images.gr-assets.com/books/1406514522m/359461.jpg,17
5848,803734735,Kristin Cashore,2012,Bitterblue,https://images.gr-assets.com/books/1331532273m/12680907.jpg,51
5849,375705198,Elizabeth Strout,1998,Amy & Isabelle,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,47
5850,055380555X,Linwood Barclay,2007,No Time for Goodbye,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,75
5851,451474708,Sarah Dessen,2015,Saint Anything,https://images.gr-assets.com/books/1414680105m/23009402.jpg,22
5852,316219126,Brian  McClellan,2015,The Autumn Republic ,https://images.gr-assets.com/books/1393261950m/20883847.jpg,17
5853,64400204,"William H. Armstrong, James Barkley",1969,Sounder,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,52
5854,140183523,"Rudyard Kipling, Edward Said",1901,Kim,https://images.gr-assets.com/books/1387747342m/210834.jpg,659
5855,451200187,Agatha Christie,1971,Nemesis,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,179
5856,395181585,"Margret Rey, H.A. Rey",1966,Curious George Goes to the Hospital,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,19
5857,307593916,"Kyung-Sook Shin, 신경숙, Chi-Young Kim",2008,엄마를 부탁해,https://images.gr-assets.com/books/1320413213m/8574333.jpg,77
5858,60002492,James Rollins,2002,Amazonia,https://images.gr-assets.com/books/1440044334m/294047.jpg,46
5859,62290398,Erika Johansen,2015,The Invasion of the Tearling,https://images.gr-assets.com/books/1461864829m/22698568.jpg,45
5860,1400033888,Orhan Pamuk,2003,İstanbul: Hatıralar ve Şehir,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,100
5861,670011304,Susane Colasanti,2009,Waiting For You,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,22
5862,1423134494,Melissa de la Cruz,2010,Bloody Valentine,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,21
5863,375700811,Norman Mailer,1979,The Executioner's Song,https://images.gr-assets.com/books/1325755176m/12468.jpg,33
5864,006057299X,Kim Harrison,2005,Every Which Way But Dead,https://images.gr-assets.com/books/1347819379m/30263.jpg,42
5865,380821214,Terry Pratchett,1990,Eric,https://images.gr-assets.com/books/1377865202m/64218.jpg,80
5866,380000830,Roger Zelazny,1972,The Guns of Avalon,https://images.gr-assets.com/books/1368213721m/62012.jpg,62
5867,312590970,Alyson Noel,2010,Dark Flame,https://images.gr-assets.com/books/1362336376m/7198988.jpg,63
5868,451410815,Martha Grimes,1981,"The Man With a Load of Mischief (Richard Jury Mystery, #1)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,25
5869,1416596585,Steven Levy,2011,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,1
5870,1939045010,Jessica Sorensen,2012,The Secret of Ella and Micha,https://images.gr-assets.com/books/1365638597m/15717876.jpg,41
5871,399153357,Daniel Silva,2006,The Messenger,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,56
5872,61628018,"Elissa Wall, Lisa Pulitzer",2008,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,35
5873,076536543X,Brandon Sanderson,2009,Mistborn Trilogy Boxed Set,https://images.gr-assets.com/books/1257442247m/6604209.jpg,15
5874,1423321677,"Terry Goodkind, Dick Hill",1997,"Temple of the Winds (Sword of Truth, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,55
5875,385721420,Julia Glass,2002,Three Junes,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,38
5876,552142743,Anne McCaffrey,1998,The MasterHarper of Pern,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,35
5877,067122350X,"Kay Thompson, Hilary Knight",1955,Eloise,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,29
5878,811200418,Lawrence Ferlinghetti,1958,A Coney Island of the Mind: Poems,https://images.gr-assets.com/books/1327958248m/99713.jpg,10
5879,345498127,David Nicholls,2003,Starter for Ten,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,65
5880,345485750,Steve Berry,2007,The Alexandria Link,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,62
5881,312377029,Louise Penny,2008,"A Rule Against Murder (Armand Gamache, #4)",https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,49
5882,60921145,Barbara Kingsolver,1990,Animal Dreams,https://images.gr-assets.com/books/1481663395m/77262.jpg,34
5883,345472454,Anne Tyler,2004,The Amateur Marriage,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,48
5884,886778581,Kristen Britain,1998,Green Rider,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,32
5885,441014917,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)",https://images.gr-assets.com/books/1468562748m/140079.jpg,75
5886,802141900,Sherman Alexie,1995,Reservation Blues,https://images.gr-assets.com/books/1398195783m/6159.jpg,21
5887,1593081316,"Robert Louis Stevenson, Jenny Davidson",1886,The Strange Case of Dr. Jekyll and Mr. Hyde ,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,98
